gallery_id,post_num,title,content,writer,date,view_count,recommend,comments,comment_count,search_keyword,url,full_text,comments_text,all_text,cleaned_text,sentiment_compound,sentiment_category,view_count_num,recommend_num,month
dog,10033,고양이 항공 운송 준비물 체크리스트,반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,user033,2024.08.23,1095,29,['수의사 상담 받아보세요'],1,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10033,고양이 항공 운송 준비물 체크리스트 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,수의사 상담 받아보세요,고양이 항공 운송 준비물 체크리스트 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요. 수의사 상담 받아보세요,고양이 항공 운송 준비물 체크리스트 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요 수의사 상담 받아보세요,-0.6,negative,1095,29,08
dog,10034,화물칸 온도 조절 어떻게 되는지 궁금,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user034,2024.08.18,1301,19,"['저도 같은 고민이에요', '화물칸 온도는 일정하게 유지됩니다', '수의사 상담 받아보세요', '진정제는 오히려 위험할 수 있어요']",4,반려동물 운송,https://gall.dcinside.com/board/view/?id=dog&no=10034,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,저도 같은 고민이에요 화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 저도 같은 고민이에요 화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 저도 같은 고민이에요 화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,-0.6,negative,1301,19,08
travel,10035,펫캐리어 안에서 강아지가 울면 어떡하죠?,지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,user035,2024.02.15,1739,17,['진정제는 오히려 위험할 수 있어요'],1,고양이 항공기,https://gall.dcinside.com/board/view/?id=dog&no=10035,펫캐리어 안에서 강아지가 울면 어떡하죠? 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,진정제는 오히려 위험할 수 있어요,펫캐리어 안에서 강아지가 울면 어떡하죠? 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요. 진정제는 오히려 위험할 수 있어요,펫캐리어 안에서 강아지가 울면 어떡하죠 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요 미리 준비를 더 했어야 했나 싶어요 진정제는 오히려 위험할 수 있어요,-0.6,negative,1739,17,02
cat,10036,고양이 항공 운송 준비물 체크리스트,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user036,2024.09.13,1915,34,['미리 예약하면 할인 받을 수 있어요'],1,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10036,고양이 항공 운송 준비물 체크리스트 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,미리 예약하면 할인 받을 수 있어요,고양이 항공 운송 준비물 체크리스트 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 미리 예약하면 할인 받을 수 있어요,고양이 항공 운송 준비물 체크리스트 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 미리 예약하면 할인 받을 수 있어요,0.3,positive,1915,34,09
dog,10037,강아지 해외여행 비행기 태우는 방법 문의,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user037,2024.05.24,1338,7,"['진정제는 오히려 위험할 수 있어요', '저도 같은 고민이에요']",2,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10037,강아지 해외여행 비행기 태우는 방법 문의 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,진정제는 오히려 위험할 수 있어요 저도 같은 고민이에요,강아지 해외여행 비행기 태우는 방법 문의 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 진정제는 오히려 위험할 수 있어요 저도 같은 고민이에요,강아지 해외여행 비행기 태우는 방법 문의 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 진정제는 오히려 위험할 수 있어요 저도 같은 고민이에요,0.0,neutral,1338,7,05
dog,10038,반려동물 운송 중 사고 뉴스 보고 불안해요,반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,user038,2024.01.04,151,17,"['성공 경험담 공유해드릴게요', '경험상 대형 항공사가 더 안전해요', '진정제는 오히려 위험할 수 있어요', '여행 전 건강검진 필수입니다']",4,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10038,반려동물 운송 중 사고 뉴스 보고 불안해요 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요 여행 전 건강검진 필수입니다,반려동물 운송 중 사고 뉴스 보고 불안해요 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요. 성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요 여행 전 건강검진 필수입니다,반려동물 운송 중 사고 뉴스 보고 불안해요 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요 안전한 항공사가 어디인지 알고 싶어요 성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요 여행 전 건강검진 필수입니다,0.0,neutral,151,17,01
cat,10039,고양이 장거리 비행 후 컨디션 회복기,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user039,2024.06.13,1529,40,"['화물칸 온도는 일정하게 유지됩니다', '저도 같은 고민이에요', '보험 가입하시는 게 좋아요', '여행 전 건강검진 필수입니다']",4,펫 화물칸,https://gall.dcinside.com/board/view/?id=dog&no=10039,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요 보험 가입하시는 게 좋아요 여행 전 건강검진 필수입니다,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요 보험 가입하시는 게 좋아요 여행 전 건강검진 필수입니다,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요 보험 가입하시는 게 좋아요 여행 전 건강검진 필수입니다,0.3,positive,1529,40,06
cat,10040,화물칸 환경이 걱정되는데 괜찮을까요?,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user040,2024.12.22,1165,14,"['진정제는 오히려 위험할 수 있어요', '성공 경험담 공유해드릴게요', '수의사 상담 받아보세요']",3,반려동물 항공,https://gall.dcinside.com/board/view/?id=dog&no=10040,화물칸 환경이 걱정되는데 괜찮을까요? 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,진정제는 오히려 위험할 수 있어요 성공 경험담 공유해드릴게요 수의사 상담 받아보세요,화물칸 환경이 걱정되는데 괜찮을까요? 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 진정제는 오히려 위험할 수 있어요 성공 경험담 공유해드릴게요 수의사 상담 받아보세요,화물칸 환경이 걱정되는데 괜찮을까요 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 진정제는 오히려 위험할 수 있어요 성공 경험담 공유해드릴게요 수의사 상담 받아보세요,-0.8,negative,1165,14,12
cat,10041,반려견 진정제 먹이고 비행기 태워도 되나요?,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user041,2024.07.17,768,19,"['경험상 대형 항공사가 더 안전해요', '스트레스 완화용 페로몬 스프레이 추천']",2,고양이 항공기,https://gall.dcinside.com/board/view/?id=dog&no=10041,반려견 진정제 먹이고 비행기 태워도 되나요? 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,경험상 대형 항공사가 더 안전해요 스트레스 완화용 페로몬 스프레이 추천,반려견 진정제 먹이고 비행기 태워도 되나요? 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 경험상 대형 항공사가 더 안전해요 스트레스 완화용 페로몬 스프레이 추천,반려견 진정제 먹이고 비행기 태워도 되나요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 경험상 대형 항공사가 더 안전해요 스트레스 완화용 페로몬 스프레이 추천,0.8,positive,768,19,07
travel,10042,반려동물 항공 운송 관련 보험 있나요?,진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,user042,2024.06.27,444,12,"['경험상 대형 항공사가 더 안전해요', '수의사 상담 받아보세요', '저도 같은 고민이에요']",3,펫 화물칸,https://gall.dcinside.com/board/view/?id=dog&no=10042,반려동물 항공 운송 관련 보험 있나요? 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요 저도 같은 고민이에요,반려동물 항공 운송 관련 보험 있나요? 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요. 경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요 저도 같은 고민이에요,반려동물 항공 운송 관련 보험 있나요 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요 경험 있으신 분 조언 부탁드려요 경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요 저도 같은 고민이에요,0.3,positive,444,12,06
dog,10043,반려동물 비행기 여행 실패담,반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,user043,2024.10.12,1178,14,['미리 예약하면 할인 받을 수 있어요'],1,반려동물 운송,https://gall.dcinside.com/board/view/?id=dog&no=10043,반려동물 비행기 여행 실패담 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,미리 예약하면 할인 받을 수 있어요,반려동물 비행기 여행 실패담 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요. 미리 예약하면 할인 받을 수 있어요,반려동물 비행기 여행 실패담 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요 미리 예약하면 할인 받을 수 있어요,-0.8,negative,1178,14,10
cat,10044,반려동물 항공 운송비 너무 비싸요,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user044,2024.01.19,751,20,"['보험 가입하시는 게 좋아요', '화물칸 온도는 일정하게 유지됩니다']",2,반려견 여행,https://gall.dcinside.com/board/view/?id=dog&no=10044,반려동물 항공 운송비 너무 비싸요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,반려동물 항공 운송비 너무 비싸요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,반려동물 항공 운송비 너무 비싸요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,0.0,neutral,751,20,01
travel,10045,강아지 해외여행 비행기 태우는 방법 문의,항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,user045,2024.09.28,840,12,"['미리 예약하면 할인 받을 수 있어요', '저도 같은 고민이에요', '경험상 대형 항공사가 더 안전해요', '보험 가입하시는 게 좋아요', '화물칸 온도는 일정하게 유지됩니다']",5,펫 화물칸,https://gall.dcinside.com/board/view/?id=dog&no=10045,강아지 해외여행 비행기 태우는 방법 문의 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,미리 예약하면 할인 받을 수 있어요 저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,강아지 해외여행 비행기 태우는 방법 문의 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요? 미리 예약하면 할인 받을 수 있어요 저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,강아지 해외여행 비행기 태우는 방법 문의 항공 운송비가 생각보다 비싸서 놀랐어요 다른 방법은 없을까요 미리 예약하면 할인 받을 수 있어요 저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요 화물칸 온도는 일정하게 유지됩니다,0.6,positive,840,12,09
travel,10046,반려견 화물칸 운송 후기 - 스트레스 많이 받네요,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user046,2024.10.26,1786,21,"['여행 전 건강검진 필수입니다', '스트레스 완화용 페로몬 스프레이 추천', '수의사 상담 받아보세요', '경험상 대형 항공사가 더 안전해요', '진정제는 오히려 위험할 수 있어요']",5,반려동물 운송,https://gall.dcinside.com/board/view/?id=dog&no=10046,반려견 화물칸 운송 후기 - 스트레스 많이 받네요 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,여행 전 건강검진 필수입니다 스트레스 완화용 페로몬 스프레이 추천 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요,반려견 화물칸 운송 후기 - 스트레스 많이 받네요 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 여행 전 건강검진 필수입니다 스트레스 완화용 페로몬 스프레이 추천 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요,반려견 화물칸 운송 후기 스트레스 많이 받네요 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 여행 전 건강검진 필수입니다 스트레스 완화용 페로몬 스프레이 추천 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 진정제는 오히려 위험할 수 있어요,-0.8,negative,1786,21,10
dog,10047,화물칸 온도 조절 어떻게 되는지 궁금,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user047,2024.02.25,1642,50,['저도 같은 고민이에요'],1,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10047,화물칸 온도 조절 어떻게 되는지 궁금 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,저도 같은 고민이에요,화물칸 온도 조절 어떻게 되는지 궁금 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 저도 같은 고민이에요,화물칸 온도 조절 어떻게 되는지 궁금 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 저도 같은 고민이에요,0.0,neutral,1642,50,02
dog,10048,화물칸 온도 조절 어떻게 되는지 궁금,반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,user048,2024.06.07,761,18,"['화물칸 온도는 일정하게 유지됩니다', '수의사 상담 받아보세요', '성공 경험담 공유해드릴게요']",3,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10048,화물칸 온도 조절 어떻게 되는지 궁금 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 성공 경험담 공유해드릴게요,화물칸 온도 조절 어떻게 되는지 궁금 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요. 화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 성공 경험담 공유해드릴게요,화물칸 온도 조절 어떻게 되는지 궁금 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요 안전한 항공사가 어디인지 알고 싶어요 화물칸 온도는 일정하게 유지됩니다 수의사 상담 받아보세요 성공 경험담 공유해드릴게요,0.6,positive,761,18,06
dog,10049,고양이 항공 운송 준비물 체크리스트,화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,user049,2024.02.02,1313,4,"['화물칸 온도는 일정하게 유지됩니다', '경험상 대형 항공사가 더 안전해요', '여행 전 건강검진 필수입니다', '진정제는 오히려 위험할 수 있어요']",4,항공기 반려동물,https://gall.dcinside.com/board/view/?id=dog&no=10049,고양이 항공 운송 준비물 체크리스트 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,고양이 항공 운송 준비물 체크리스트 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요. 화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,고양이 항공 운송 준비물 체크리스트 화물칸 온도가 일정하게 유지되는지 궁금해요 여름철에는 너무 더울까봐 걱정이에요 화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,-0.6,negative,1313,4,02
dog,10050,강아지 항공기 태우고 해외 이주 성공기,진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,user050,2024.01.07,50,22,"['경험상 대형 항공사가 더 안전해요', '수의사 상담 받아보세요']",2,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10050,강아지 항공기 태우고 해외 이주 성공기 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요,강아지 항공기 태우고 해외 이주 성공기 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요. 경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요,강아지 항공기 태우고 해외 이주 성공기 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요 경험 있으신 분 조언 부탁드려요 경험상 대형 항공사가 더 안전해요 수의사 상담 받아보세요,0.6,positive,50,22,01
dog,10051,펫캐리어 사이즈 규정 항공사별 정리,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user051,2024.02.25,1359,23,"['화물칸 온도는 일정하게 유지됩니다', '경험상 대형 항공사가 더 안전해요', '성공 경험담 공유해드릴게요', '미리 예약하면 할인 받을 수 있어요']",4,반려동물 항공,https://gall.dcinside.com/board/view/?id=dog&no=10051,펫캐리어 사이즈 규정 항공사별 정리 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요 미리 예약하면 할인 받을 수 있어요,펫캐리어 사이즈 규정 항공사별 정리 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요 미리 예약하면 할인 받을 수 있어요,펫캐리어 사이즈 규정 항공사별 정리 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 화물칸 온도는 일정하게 유지됩니다 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요 미리 예약하면 할인 받을 수 있어요,0.6,positive,1359,23,02
travel,10052,반려견 진정제 먹이고 비행기 태워도 되나요?,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user052,2024.05.13,1694,41,"['스트레스 완화용 페로몬 스프레이 추천', '여행 전 건강검진 필수입니다', '화물칸 온도는 일정하게 유지됩니다']",3,강아지 비행기,https://gall.dcinside.com/board/view/?id=dog&no=10052,반려견 진정제 먹이고 비행기 태워도 되나요? 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다,반려견 진정제 먹이고 비행기 태워도 되나요? 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다,반려견 진정제 먹이고 비행기 태워도 되나요 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다,0.0,neutral,1694,41,05
travel,10053,펫 친화적인 항공사 추천 부탁드려요,반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,user053,2024.10.03,1709,14,"['스트레스 완화용 페로몬 스프레이 추천', '화물칸 온도는 일정하게 유지됩니다', '저도 같은 고민이에요']",3,반려동물 항공,https://gall.dcinside.com/board/view/?id=dog&no=10053,펫 친화적인 항공사 추천 부탁드려요 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요,펫 친화적인 항공사 추천 부탁드려요 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요. 스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요,펫 친화적인 항공사 추천 부탁드려요 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요 스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다 저도 같은 고민이에요,-0.8,negative,1709,14,10
dog,10054,펫캐리어 안에서 강아지가 울면 어떡하죠?,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user054,2024.05.24,662,46,"['진정제는 오히려 위험할 수 있어요', '미리 예약하면 할인 받을 수 있어요', '성공 경험담 공유해드릴게요']",3,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10054,펫캐리어 안에서 강아지가 울면 어떡하죠? 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,진정제는 오히려 위험할 수 있어요 미리 예약하면 할인 받을 수 있어요 성공 경험담 공유해드릴게요,펫캐리어 안에서 강아지가 울면 어떡하죠? 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 진정제는 오히려 위험할 수 있어요 미리 예약하면 할인 받을 수 있어요 성공 경험담 공유해드릴게요,펫캐리어 안에서 강아지가 울면 어떡하죠 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 진정제는 오히려 위험할 수 있어요 미리 예약하면 할인 받을 수 있어요 성공 경험담 공유해드릴게요,0.6,positive,662,46,05
travel,10055,반려동물 항공 운송비 너무 비싸요,화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,user055,2024.08.06,356,5,['여행 전 건강검진 필수입니다'],1,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10055,반려동물 항공 운송비 너무 비싸요 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,여행 전 건강검진 필수입니다,반려동물 항공 운송비 너무 비싸요 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요. 여행 전 건강검진 필수입니다,반려동물 항공 운송비 너무 비싸요 화물칸 온도가 일정하게 유지되는지 궁금해요 여름철에는 너무 더울까봐 걱정이에요 여행 전 건강검진 필수입니다,-0.6,negative,356,5,08
